brand,product_code,product_name,category,animal_materials,material_type,quantity_used,color,pattern_or_texture,manufacturing_process,country_of_origin,date_of_manufacture,sustainable_certification,ethics_notes,estimated_price_usd,availability_status,harms_to_animal,conservation_status,traceability_notes,needs_brand_model_verification,needs_color_name_verification,needs_cert_docs,product_code_validation_regex,product_code_is_valid_format,official_product_name,official_style_code,official_product_url,official_description,official_product_details,official_color_name,product_code_status,product_code_notes,pdp_found
Celine,762976.0,Celine Product 282,Shoes,Lambskin (Sheepskin),Leather,1 hide,Black,Smooth,Hand-stitched,Spain,2020,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,61208.55,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Miu Miu,379320.0,Miu Miu Product 283,Bag,Bovine (Cowhide),Leather,1 hide,Monogram,Quilted,Handcrafted,Spain,2020,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,38510.52,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Fendi,275273.0,Fendi Product 284,Belt,Calfskin (Bovine),Leather,1 hide,Brown,Quilted,Hand-stitched,Italy,2022,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,64503.04,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Chanel,319083.0,Chanel Product 285,Bag,Crocodile Leather,Exotic Leather,1 skin,Brown,Grain,Machine-made,United Kingdom,2020,CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,28852.61,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Saint Laurent,915524.0,Saint Laurent Product 286,Wallet,Crocodile Leather,Exotic Leather,1 skin,Monogram,Embossed,Hand-stitched,France,2020,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Strict sourcing from certified farms,45594.43,Limited Edition,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Celine,863039.0,Celine Product 287,Bag,Ostrich Leather,Leather,1 hide,Brown,Quilted,Handcrafted,United Kingdom,2020,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,45413.58,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dolce & Gabbana,406895.0,Dolce & Gabbana Product 288,Wallet,Crocodile Leather,Exotic Leather,1 skin,Monogram,Embossed,Hand-stitched,Italy,2020,CITES; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Strict sourcing from certified farms,23102.62,Out Of Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Burberry,,Burberry Product 289,Shoes,Lambskin (Sheepskin),Leather,1 hide,Monogram,Embossed,Handcrafted,United Kingdom,2023,LWG-certified tannery (if applicable),Strict sourcing from certified farms,30478.05,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{7,10}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Louis Vuitton,,Louis Vuitton Product 290,Shoes,Ostrich Leather,Leather,1 hide,Monogram,Embossed,Handcrafted,Italy,2020,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,15439.38,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,^[A-Z]{1}\d{5}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Louis Vuitton,,Louis Vuitton Product 291,Belt,Bovine (Cowhide),Leather,1 hide,Beige,Quilted,Machine-made,France,2021,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,62446.82,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,^[A-Z]{1}\d{5}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Burberry,,Burberry Product 292,Belt,Ostrich Leather,Leather,1 hide,Red,Embossed,Handcrafted,Italy,2021,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,44621.01,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9]{7,10}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Balenciaga,112016.0,Balenciaga Product 293,Bag,Bovine (Cowhide),Leather,1 hide,Black,Smooth,Machine-made,United Kingdom,2022,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,69682.01,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dior,109305.0,Dior Product 294,Wallet,Bovine (Cowhide),Leather,1 hide,Beige,Quilted,Handcrafted,Spain,2021,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,94069.25,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Valentino,438060.0,Valentino Product 295,Shoes,Crocodile Leather,Exotic Leather,1 skin,Monogram,Smooth,Hand-stitched,United Kingdom,2024,CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,35149.98,Limited Edition,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9]{6,12}$",True,,,,,,,,,False
Balenciaga,876176.0,Balenciaga Product 296,Wallet,Lambskin (Sheepskin),Leather,1 hide,Red,Grain,Machine-made,United Kingdom,2022,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,62259.53,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Gucci,,Gucci Product 297,Wallet,Ostrich Leather,Leather,1 hide,Red,Grain,Machine-made,Italy,2024,LWG-certified tannery (if applicable),Strict sourcing from certified farms,58516.85,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,^\d{6}\s[A-Z0-9]{5}\s\d{4}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Miu Miu,188727.0,Miu Miu Product 298,Belt,Calfskin (Bovine),Leather,1 hide,Red,Quilted,Hand-stitched,Spain,2023,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,62763.48,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Louis Vuitton,,Louis Vuitton Product 299,Shoes,Ostrich Leather,Leather,1 hide,Red,Grain,Handcrafted,France,2025,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,22042.72,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,^[A-Z]{1}\d{5}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Dolce & Gabbana,113768.0,Dolce & Gabbana Product 300,Wallet,Ostrich Leather,Leather,1 hide,Brown,Smooth,Machine-made,United Kingdom,2025,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,74589.25,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
